x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.4786944091320038,0.7465266585350037,-5.949228238932847e-07,0.5783957242965698,0.6799193620681763,-0.04510689899325371,0.6465730667114258,0.5469332337379456,-0.05751023814082146,0.6549971699714661,0.4296875298023224,-0.06884980946779251,0.6414403319358826,0.3380560278892517,-0.07226768881082535,0.5622447729110718,0.4405663013458252,-0.015562094748020172,0.5761600732803345,0.3836093544960022,-0.0773211196064949,0.5909464955329895,0.4783148765563965,-0.10514345020055771,0.5966101288795471,0.5459436178207397,-0.11106826364994049,0.4892228841781616,0.4527381658554077,-0.014443622902035713,0.5141264200210571,0.4006533622741699,-0.08313058316707611,0.5395167469978333,0.5206030607223511,-0.09479822218418121,0.5459629893302917,0.5886712670326233,-0.08479329198598862,0.41777682304382324,0.4776258170604706,-0.02429693378508091,0.44405800104141235,0.42977970838546753,-0.10085853189229965,0.4797685146331787,0.5462344884872437,-0.08642864227294922,0.4889608919620514,0.6111456751823425,-0.054049860686063766,0.3444499373435974,0.514428436756134,-0.037016261368989944,0.3804478645324707,0.47500526905059814,-0.09011046588420868,0.4183066189289093,0.5523495674133301,-0.07846419513225555,0.4277026951313019,0.5980372428894043,-0.054154861718416214,A
0.4199361503124237,0.6291999220848083,-5.375680416364048e-07,0.5196218490600586,0.5884388089179993,-0.034310825169086456,0.5893858671188354,0.5182841420173645,-0.03931436687707901,0.6300738453865051,0.44186651706695557,-0.04493428394198418,0.6570038199424744,0.38306400179862976,-0.04284527525305748,0.5593616962432861,0.4387064576148987,0.021401284262537956,0.569490373134613,0.3641795217990875,-0.029218537732958794,0.5414400100708008,0.4140852689743042,-0.06181939318776131,0.5241198539733887,0.46441441774368286,-0.0717063769698143,0.4946650564670563,0.42877301573753357,0.028393030166625977,0.49187177419662476,0.36221790313720703,-0.03275897726416588,0.472627192735672,0.43723636865615845,-0.05631182715296745,0.4682852625846863,0.4923337399959564,-0.053412243723869324,0.43239453434944153,0.4242737889289856,0.02442474104464054,0.42560863494873047,0.35956668853759766,-0.03216160461306572,0.4205624461174011,0.4327448606491089,-0.03095623478293419,0.4251976013183594,0.48760733008384705,-0.01016693189740181,0.37311694025993347,0.42514878511428833,0.017358878627419472,0.36613601446151733,0.3762270510196686,-0.017716500908136368,0.36976319551467896,0.4249434471130371,-0.013982081785798073,0.38174349069595337,0.4628516733646393,0.002650362905114889,A
0.4873335361480713,0.8710519075393677,-1.1175645795447053e-06,0.6247133612632751,0.7823286652565002,-0.04347553849220276,0.7266652584075928,0.6680818200111389,-0.06056007370352745,0.7615445852279663,0.5410928726196289,-0.08231455087661743,0.7089346647262573,0.44178229570388794,-0.10250198096036911,0.6451144814491272,0.5507993102073669,0.00825067050755024,0.64813232421875,0.46700534224510193,-0.0662229135632515,0.6184446215629578,0.5555251836776733,-0.12159311771392822,0.5957850217819214,0.6458140015602112,-0.14292040467262268,0.556505560874939,0.5453354716300964,0.006835524924099445,0.5605072379112244,0.454839289188385,-0.07527197897434235,0.5389834642410278,0.5765213966369629,-0.11057993769645691,0.5298337340354919,0.6833137273788452,-0.11107885837554932,0.46561726927757263,0.5546697378158569,-0.006523740943521261,0.46935218572616577,0.4784744679927826,-0.08820754289627075,0.46516311168670654,0.6039547920227051,-0.08343809843063354,0.46831846237182617,0.7020235061645508,-0.05236770957708359,0.36849531531333923,0.5748441815376282,-0.023078041151165962,0.3846248686313629,0.4950166642665863,-0.07417275011539459,0.3966791331768036,0.5908080339431763,-0.05450444668531418,0.4040491282939911,0.6714234948158264,-0.021249178797006607,A
0.46651074290275574,0.6746847629547119,-7.362098699559283e-07,0.5788753032684326,0.5765135288238525,-0.03950348123908043,0.6476407051086426,0.42044004797935486,-0.051463354378938675,0.6678171157836914,0.2832430601119995,-0.06425640732049942,0.6871777772903442,0.1721632182598114,-0.06993558257818222,0.5755696892738342,0.31165191531181335,-0.007970990613102913,0.5867936611175537,0.23122647404670715,-0.06739924848079681,0.5844428539276123,0.34992557764053345,-0.09585573524236679,0.5794420838356018,0.4431058466434479,-0.10150875896215439,0.5017707943916321,0.314340740442276,-0.007731905672699213,0.5153001546859741,0.2254413664340973,-0.07520126551389694,0.5211429595947266,0.3722621500492096,-0.08978943526744843,0.5222024321556091,0.4693169593811035,-0.08059266954660416,0.42602211236953735,0.33024194836616516,-0.01776510290801525,0.4369918704032898,0.24200044572353363,-0.08655437082052231,0.45624372363090515,0.3858177363872528,-0.07163844257593155,0.46326619386672974,0.4757651388645172,-0.03954887390136719,0.34690195322036743,0.36284008622169495,-0.030664997175335884,0.36400049924850464,0.27695930004119873,-0.07509589195251465,0.39157727360725403,0.3702702224254608,-0.05926024168729782,0.4002472758293152,0.43662029504776,-0.032790228724479675,A
0.5003650784492493,0.6758747696876526,-7.010962121967168e-07,0.44176697731018066,0.6246241927146912,-0.0009033739333972335,0.4150986671447754,0.5497626066207886,-0.00129603105597198,0.4183798134326935,0.48009759187698364,-0.007772756274789572,0.4332064390182495,0.4303508400917053,-0.011989069171249866,0.4639926850795746,0.4998522102832794,0.023786896839737892,0.4545322060585022,0.4474054276943207,-0.0017250928794965148,0.44712120294570923,0.49862998723983765,-0.016364669427275658,0.45026981830596924,0.535633385181427,-0.021085167303681374,0.49294573068618774,0.5034784078598022,0.013740019872784615,0.4782866835594177,0.45562151074409485,-0.014210382476449013,0.47327443957328796,0.5222762227058411,-0.020853737369179726,0.4830012321472168,0.5538492202758789,-0.0164579339325428,0.5227807760238647,0.5096304416656494,-0.0012487152125686407,0.503193736076355,0.4675455391407013,-0.027583666145801544,0.498090922832489,0.5336228013038635,-0.01781853660941124,0.5090314149856567,0.5635474324226379,-0.0023042820394039154,0.5568699836730957,0.5221195816993713,-0.017054982483386993,0.534542977809906,0.48055145144462585,-0.02880520187318325,0.5253064632415771,0.5260250568389893,-0.016429418697953224,0.53372722864151,0.5525023937225342,-0.002215480199083686,A
0.5635259747505188,0.633571982383728,-4.7091299393287045e-07,0.49256882071495056,0.6096231341362,-0.04758094623684883,0.4390983581542969,0.5244361758232117,-0.054790571331977844,0.4260406494140625,0.4208986759185791,-0.05750701576471329,0.4382384121417999,0.3533669710159302,-0.050845373421907425,0.4425167441368103,0.4652077853679657,0.02256453037261963,0.46190589666366577,0.4018070101737976,-0.010049230419099331,0.47309431433677673,0.4683065116405487,-0.02475317008793354,0.4615694284439087,0.4871174395084381,-0.028117218986153603,0.4938012957572937,0.45959484577178955,0.03528255969285965,0.5070251226425171,0.4028012156486511,-0.0029183875303715467,0.5127462148666382,0.49126628041267395,-0.009823538362979889,0.49659186601638794,0.4996955096721649,-0.0018783692503347993,0.5370604991912842,0.46339356899261475,0.03512910380959511,0.5513096451759338,0.4184785783290863,-0.008237585425376892,0.5501034259796143,0.5008938312530518,-0.0015777199296280742,0.5356844067573547,0.5120120048522949,0.016522621735930443,0.5790013074874878,0.46749576926231384,0.030589180067181587,0.5875563621520996,0.4325389266014099,0.008707841858267784,0.586239755153656,0.49375590682029724,0.017297256737947464,0.5761466026306152,0.5117928981781006,0.030964018777012825,A
0.5051819086074829,0.8664258122444153,-4.345551474216336e-07,0.44878339767456055,0.8233477473258972,-0.021611306816339493,0.4144418239593506,0.7365832924842834,-0.023244954645633698,0.4066922068595886,0.6530272364616394,-0.025065967813134193,0.42916253209114075,0.6039630770683289,-0.020002221688628197,0.44706523418426514,0.6918292045593262,0.022166822105646133,0.4557931423187256,0.6327093839645386,-0.004018506966531277,0.46331948041915894,0.6859224438667297,-0.01858455128967762,0.46413710713386536,0.7184527516365051,-0.022887125611305237,0.48207971453666687,0.6945886611938477,0.02602713741362095,0.4913489520549774,0.6465094089508057,-0.00130998354870826,0.4951131343841553,0.7138098478317261,-0.008927904069423676,0.4896414279937744,0.7395644783973694,-0.005331480875611305,0.5128809809684753,0.7033758759498596,0.022229187190532684,0.5223119854927063,0.6628179550170898,-0.005413235630840063,0.5202904343605042,0.7241825461387634,0.00210351450368762,0.5131513476371765,0.7494271397590637,0.016713691875338554,0.5440443158149719,0.7159075736999512,0.016064083203673363,0.5526889562606812,0.6814958453178406,0.004466368816792965,0.5463292002677917,0.7228002548217773,0.01350646372884512,0.538877010345459,0.7409366369247437,0.025206465274095535,A
0.5170539021492004,0.5730959177017212,-6.204492706274323e-07,0.4598392844200134,0.5228219032287598,-0.014401444233953953,0.4293901026248932,0.44222766160964966,-0.017497561872005463,0.4186338782310486,0.3635486662387848,-0.024470698088407516,0.44179877638816833,0.31763413548469543,-0.02694600075483322,0.46292611956596375,0.3981855511665344,0.0235378909856081,0.4661746621131897,0.33475738763809204,-0.008684596046805382,0.4685683250427246,0.3931114673614502,-0.027373500168323517,0.4729892611503601,0.4318828582763672,-0.03339385613799095,0.49912965297698975,0.40635254979133606,0.020755181089043617,0.502147912979126,0.35053080320358276,-0.013507344760000706,0.4999714493751526,0.421638548374176,-0.023057257756590843,0.5008419156074524,0.4534820020198822,-0.019421370700001717,0.5323948264122009,0.4173361361026764,0.010684594511985779,0.533149778842926,0.37008875608444214,-0.02155149169266224,0.5258542895317078,0.43556979298591614,-0.01391161885112524,0.5255372524261475,0.466190367937088,0.0022235398646444082,0.567111611366272,0.43169036507606506,-0.0012467274209484458,0.5645248889923096,0.3911650776863098,-0.012935331091284752,0.5545305013656616,0.43328428268432617,-0.0016436578007414937,0.5533641576766968,0.45681750774383545,0.011845753528177738,A
0.5240212678909302,0.6073897480964661,-6.891137900311151e-07,0.4823795557022095,0.5200337171554565,0.008184116333723068,0.4787922501564026,0.4549001455307007,0.0080358125269413,0.4803672432899475,0.40388232469558716,-0.0016013688873499632,0.4873913824558258,0.35329341888427734,-0.00896572694182396,0.5418415069580078,0.409900426864624,0.04155714437365532,0.49716517329216003,0.3679279685020447,0.013178085908293724,0.4841887354850769,0.4175790250301361,-0.007273457478731871,0.495532363653183,0.45397740602493286,-0.015928180888295174,0.5549885034561157,0.4125167727470398,0.02535032480955124,0.4983522891998291,0.3653169572353363,-0.010759369470179081,0.48538365960121155,0.4316970705986023,-0.025431321933865547,0.5031666159629822,0.4677642285823822,-0.024320758879184723,0.5692834854125977,0.41404587030410767,0.004166172351688147,0.5058047771453857,0.369208425283432,-0.028485717251896858,0.4942657947540283,0.43690890073776245,-0.02547980472445488,0.5145436525344849,0.4714072346687317,-0.012223850935697556,0.5809468626976013,0.42093583941459656,-0.01758354716002941,0.521974503993988,0.3867854177951813,-0.03548446670174599,0.5124949216842651,0.43206217885017395,-0.029340142384171486,0.5308321714401245,0.4607081413269043,-0.017121529206633568,A
0.5529983043670654,0.5470899343490601,-1.349614962009582e-07,0.5375264883041382,0.49681738018989563,-0.05086222290992737,0.5340748429298401,0.41595539450645447,-0.05861446261405945,0.542500913143158,0.342739999294281,-0.055305786430835724,0.5504979491233826,0.29134178161621094,-0.04516778886318207,0.48253512382507324,0.3756619989871979,-0.012376708909869194,0.5335419178009033,0.3278931975364685,-0.032411132007837296,0.5586189031600952,0.364532470703125,-0.04320608079433441,0.5672174096107483,0.40256404876708984,-0.04350428283214569,0.5115494728088379,0.38088729977607727,0.013989213854074478,0.5531920194625854,0.33552491664886475,-0.010919599793851376,0.5717734098434448,0.3872047960758209,-0.02223799005150795,0.5783628225326538,0.428800106048584,-0.019518526270985603,0.5415807366371155,0.39132124185562134,0.033575352281332016,0.5743995904922485,0.3548707365989685,0.003313849214464426,0.5835199952125549,0.4048120975494385,-0.005538352765142918,0.5823488235473633,0.43877047300338745,0.000702732999343425,0.5661126375198364,0.4047718942165375,0.0506649874150753,0.5858961343765259,0.37945616245269775,0.02922157756984234,0.5886420011520386,0.41838759183883667,0.023981215432286263,0.5850331783294678,0.443958044052124,0.028806395828723907,A
